V1,V2,iteration,Subject,F1_V1_T1,F1_V1_T2,F1_V1_T3,F1_V1_T4,F1_V1_T5,F1_V1_T6,F1_V1_T7,F1_V1_T8,F1_V1_T9,F1_V1_T10,F2_V1_T1,F2_V1_T2,F2_V1_T3,F2_V1_T4,F2_V1_T5,F2_V1_T6,F2_V1_T7,F2_V1_T8,F2_V1_T9,F2_V1_T10,F3_V1_T1,F3_V1_T2,F3_V1_T3,F3_V1_T4,F3_V1_T5,F3_V1_T6,F3_V1_T7,F3_V1_T8,F3_V1_T9,F3_V1_T10,F2_3_V1_T1,F2_3_V1_T2,F2_3_V1_T3,F2_3_V1_T4,F2_3_V1_T5,F2_3_V1_T6,F2_3_V1_T7,F2_3_V1_T8,F2_3_V1_T9,F2_3_V1_T10,F1_V2_T1,F1_V2_T2,F1_V2_T3,F1_V2_T4,F1_V2_T5,F1_V2_T6,F1_V2_T7,F1_V2_T8,F1_V2_T9,F1_V2_T10,F2_V2_T1,F2_V2_T2,F2_V2_T3,F2_V2_T4,F2_V2_T5,F2_V2_T6,F2_V2_T7,F2_V2_T8,F2_V2_T9,F2_V2_T10,F3_V2_T1,F3_V2_T2,F3_V2_T3,F3_V2_T4,F3_V2_T5,F3_V2_T6,F3_V2_T7,F3_V2_T8,F3_V2_T9,F3_V2_T10,F2_3_V2_T1,F2_3_V2_T2,F2_3_V2_T3,F2_3_V2_T4,F2_3_V2_T5,F2_3_V2_T6,F2_3_V2_T7,F2_3_V2_T8,F2_3_V2_T9,F2_3_V2_T10
n,sil,one,f1,328.226252282,322.3610845711,320.9758553842,321.0562696906,321.519389152,321.441180952,319.0692831587,425.1466556693,511.5641698461,435.4409674083,1248.932973903,1193.5123209887,1187.1976743225,1195.8837413199,1272.1061030486,1302.4431815081,1350.2854292236,1384.5420300714,1663.2440649498,1613.9047249539,2713.0489815647,2709.8361637146,2738.6077842208,2761.4134347625,2797.1661182683,2720.001149086,2689.6759045674,2696.2768646707,2800.8295913959,2818.744595616,1973.7961492452,1953.9432755664,1956.4474218005,1965.877175355,2012.3022366635,2008.5617055561,2016.7596007115,2034.6216540938,2290.9527521985,2252.6893483205,654.9399984791,1059.5766273518,1533.4692386463,884.6692733547,596.6649083822,1203.118591076,1360.0556265818,950.3174759084,873.3960026571,1037.103733464,1775.1298465122,2270.9214032023,2383.1000520628,2054.720081256,1752.6953736097,2387.7831670192,2218.5679171364,2009.3417505652,1959.4719134641,2084.9429366456,2809.1269857387,3314.45962122,3453.4809826728,3278.2973500951,2890.2071570259,3589.587501988,3406.6320185034,3203.4195542337,3220.1430733886,3140.9010483364,2399.196386253,2822.6732283612,2904.5755624671,2638.899856376,2242.5842251087,2959.3310475096,2779.6145829391,2588.8097997014,2524.3373338501,2624.5599620352
p,i,one,f1,963.9505777357,904.3948978534,844.8392179712,761.0206498787,676.383088475,591.7455270712,537.2508000672,501.0298978054,464.8089955435,434.8423136655,2360.8060272877,2362.1634211419,2363.520814996,2388.2947528417,2413.8591156661,2439.4234784906,2464.987841315,2490.5522041394,2516.1165669639,2556.0806286125,3407.1307207648,3400.4416169688,3393.7525131728,3348.8146886836,3302.5857793848,3256.3568700859,3237.0887100701,3234.165264051,3231.241818032,3228.7355485853,2889.1723981207,2889.1993046195,2889.2262111183,2889.2531176171,2889.2800241159,2889.3069306147,2891.3212621827,2894.5404524884,2897.7596427941,2904.7433738502,421.1351375497,368.4673284061,366.4706454668,364.4868167281,371.8688963851,388.7558511883,387.5116961982,390.8522164989,429.4794525866,391.3074993327,2633.4805290435,2847.8429359727,2836.6201612761,2798.8005737216,2760.1673539643,2732.2288115531,2725.3199864524,2724.1299403363,2674.4522185757,2422.6515098046,3227.3138403575,3351.8605260974,3404.1046747463,3317.101942794,3298.0102282846,3302.3055065884,3285.4438254873,3187.4756683722,3189.9185909669,3137.1471865714,2921.5140276987,3080.8584667929,3128.9883656314,3041.5973283516,3023.013171138,3019.8755502951,3006.2872503785,2984.4215294191,2936.4120863877,2826.3471958432
x,ɔ,one,f1,916.7839913084,899.6032234012,895.5991197387,894.2097171942,887.1036194911,885.2211713871,862.7584559404,855.5630287481,771.1561369921,620.9150279966,1717.6520658056,1691.6265343871,1650.6126833496,1597.9278143299,1534.9932116512,1454.025536275,1436.0828512977,1399.397805691,1297.1728451853,1218.3601557606,2902.718659069,2933.1620837172,2944.6259643887,2963.9782377703,2968.6051740955,2968.0463476313,2960.035067723,2954.2004115664,2962.9630400367,2980.0307956667,2349.5938491374,2318.5015491481,2289.761509746,2283.1771316049,2225.9697652803,2194.4701290102,2185.0655959837,2166.7349209452,2126.0766686001,2112.1255845635,600.8255491521,598.4648187402,597.4240509891,597.108553991,596.9512646267,596.7939752624,594.1637652724,590.2659684159,586.3681715593,572.4942002259,1198.6708608873,1201.0955243348,1203.5201877824,1218.0715889715,1239.1671634754,1272.540307786,1327.9076207594,1397.3615181221,1498.6348997754,1590.9765742068,3025.4999080735,3050.9945504638,3064.0779635558,3082.7546363707,3096.5333687473,3091.0465026291,3085.5596365109,3079.8847656502,3072.0830066308,3072.9374537387,2111.1802822277,2111.4872819651,2111.7942817025,2148.9118684697,2192.5000366379,2231.1785210203,2249.2895003305,2258.481526588,2286.0421836604,2320.7020555
j,o,one,f1,548.6962566423,500.2204809582,416.275688903,400.6766355861,394.0830835069,391.7180134992,393.3733666739,402.885887187,433.3789985436,465.9476769598,1674.43327827,1879.1184175551,2132.6891384193,2687.128045684,2874.8713501107,2901.6166937468,2875.9833263423,2791.1983019235,2668.0987566123,2473.1754189395,3082.4028117323,3107.8921847194,3116.905679023,3156.203660213,3312.1914604975,3368.8709565489,3372.7015656156,3288.4567359754,3211.6320345306,3164.4529332346,2362.4239941183,2495.6862015315,2631.7233259335,2905.8530624757,3141.3162406263,3141.1269707612,3123.1255059324,3058.705096713,2918.389478578,2818.8141760871,489.2816142824,494.1009559132,498.3065708707,502.4697689085,505.4158601603,507.3922608395,508.6040994163,509.2761807351,509.9482620539,512.5431628442,2319.3350450413,2176.4856900318,2041.8791938516,2005.4739255816,1969.0686573116,1937.353240125,1897.4494109061,1848.3716929943,1852.7657079667,1857.1597229391,3037.4613237355,2995.4985957557,2978.718386967,2962.1745991301,2963.9606930188,2965.7467869075,2967.4034970253,2968.7603643872,2969.123373334,2969.4863822808,2678.3981843884,2572.6463557665,2489.1306221679,2483.9790813822,2478.8275405964,2457.474982892,2435.6237559525,2423.907390002,2421.1084855252,2422.2319118277
r,g,one,f1,515.6389814517,556.4045100621,853.1986499231,1518.4390456717,1678.7434971776,1678.5334312692,1526.6325723062,658.2938660078,438.7749989602,469.2575018986,1874.5959984468,1988.3641122048,2042.2362493205,2882.9901657896,2944.3224881512,2894.9338109289,2617.5481483508,1903.3605416027,1734.7021388246,1666.6241617446,2981.4222948085,3045.3566220383,3175.9112894054,3481.8337373706,3500.695467851,3413.0531649312,3328.8586205442,3162.4638750689,3142.4898688556,3150.1142734625,2424.3771529191,2468.7094804977,2608.330882753,3165.3044606744,3211.2588756248,3084.618210523,2961.5286227961,2459.6714913174,2431.8619601934,2431.2448855049,1138.716986451,1130.4577304955,1119.9937967004,1107.8454501323,1085.9225931262,1063.99973612,1088.1062596054,1152.7092808426,1217.3123020797,1281.9153233168,2134.6923527067,2150.0782390155,2165.2100436556,2181.5849441934,2205.1734292049,2228.7619142164,2245.0878236234,2255.024142871,2264.9604621185,2275.2614820615,2915.4369543823,2895.6157862901,2870.1487254707,2844.6816646513,2819.2146038319,2793.7475430124,2779.885740513,2776.2342061607,2772.5826718084,2776.0652752439,2518.93136649,2518.3022897514,2518.6811048094,2519.0599198675,2519.4387349255,2519.8175499836,2520.491029814,2521.4237547432,2522.3564796725,2524.3050189205
e,s,one,f1,1346.5183445539,1423.7803760425,1492.2767540428,1507.4758964016,1465.5310041311,1423.5861118608,1381.6412195904,1308.9764826391,1206.6306880249,1054.3451193842,2285.5955340669,2293.6198324089,2295.34556222,2293.8382574132,2288.8645694079,2287.7950648962,2290.6991985723,2293.6033322483,2296.5074659244,2300.5694660309,2780.1940394561,2785.6277860973,2791.0615327386,2801.4366662529,2817.1098378212,2868.385809739,2955.8979491652,3065.4495435634,3196.2953320134,3277.2303789043,2526.3455635921,2530.7175766894,2536.9946325318,2554.0933507181,2582.7947991451,2607.3523399852,2627.6922538974,2665.4790277987,2720.1226986915,2758.6543581372,856.2570761597,831.8464961501,1138.9322547874,1163.4311116242,1308.877109171,1279.1110678954,1228.1071647148,1046.2359562182,997.5566375007,810.7173351283,2305.6934082225,2297.5208652639,2235.7748584485,2363.1174007203,2403.1658070047,2374.243736277,2308.2066846376,2207.6053647445,2164.014467786,1912.9408441467,3312.3895784605,3401.1280647988,3498.2786825597,3426.5262646042,3661.216806827,3662.8248033232,3475.7205899916,3356.6829692663,3416.7534601542,3054.4225481658,2782.4088182623,2843.5634050712,2853.2629156582,2809.2010771994,3051.2829096575,3016.0926444132,2894.1601194509,2777.8670043444,2767.7466579422,2615.1145575403
e,n,one,f1,333.9595614095,325.6992616395,323.5785082407,321.4577548418,320.1640456308,319.1314890744,318.098932518,317.0663759616,316.0338194052,315.3240247751,1559.082085252,1540.043790584,1511.1228891781,1482.2019877721,1436.6569628351,1385.8626004934,1344.433670033,1320.1620050977,1295.8903401625,1286.222779693,2779.1516193513,2762.9727925152,2756.9557790281,2750.938765541,2749.2129178033,2748.8420754489,2748.4712330945,2748.1003907402,2747.7295483858,2743.3797015768,2169.1168523016,2151.5082915496,2134.0393341031,2116.5703766566,2089.1586702484,2058.6073791318,2033.7549706796,2019.3427901112,2004.9306095427,2001.6115087267,314.632579633,311.4560861712,308.3073347169,309.2258993322,329.2030398118,326.3008083772,280.6250435359,280.2077910873,485.226385236,459.6590744849,1277.3854839396,1289.9143986662,1329.4966409175,1363.1264145576,1386.5435414566,1381.4843595189,1383.467020912,1413.4908420597,1459.1016981987,1522.9288068102,2738.8036425402,2737.2509534683,2766.7174215185,2765.7421116663,2727.8073856669,2711.6310378344,2666.6160912582,2668.2967953506,2678.8787857272,2693.8486757947,1998.9230657324,2019.8702701119,2053.5528812795,2059.3846407121,2057.7010646467,2043.6299122564,2037.7790181062,2050.5809889591,2063.2299540282,2068.5965703029
sil,p,one,f1,452.7855524101,1109.2099235523,564.0247065068,1183.029805415,1083.0147404541,589.5934239269,777.7191375914,1437.54265701,841.690994545,1253.8491742374,1536.6030338101,2072.1919823428,1875.8635657903,2206.092885344,2293.6161724521,1885.2444459573,1886.4385490177,2606.6163430931,1862.8197339849,2350.2395948958,2689.3447258999,3329.1085800257,3111.5543360723,3126.7272732718,3513.9023527371,3007.6223446146,3074.5659858345,3624.1738767819,3034.2422365946,3004.0589552187,2077.8397337682,2711.3918225606,2493.7089509313,2762.6548025162,2524.2915036905,2447.5726590421,2420.0787133039,3113.8030771175,2402.8385776985,2641.1489408692,521.5079815756,504.2380570708,486.968132566,469.6982080613,451.0155762386,431.4745552095,411.9335341803,395.5689409542,389.9178444636,384.266747973,2140.2075326054,2140.6244795209,2141.0414264365,2141.458373352,2142.3406548638,2143.5056829785,2144.6707110932,2175.2411942554,2304.9907761377,2434.7403580203,2624.4932356388,2625.4742979959,2626.4553603529,2627.4364227099,2645.472809784,2673.8723530939,2702.2718964038,2737.9068067905,2797.9452567389,2857.9837066874,2351.0503254021,2380.1316951371,2409.2130648722,2438.2944346073,2467.3758043423,2496.4571740774,2525.5385438125,2562.0485073451,2623.6137280198,2685.1789486946
i,t,one,f1,378.6156514824,377.5085673668,366.4314234249,362.5593748326,362.249083871,345.4990923668,346.4011454131,368.6199243616,366.0155531169,356.082473137,2564.4899399028,2700.429491413,2825.5405116022,2861.5425831033,2858.8397710429,2846.4224585163,2810.4872687788,2740.6697046972,2724.5419083804,2689.9578580676,2918.0221566359,3163.8151715176,3184.8791300546,3359.2542667141,3431.0931938002,3489.75834507,3539.7473628145,3513.0725785673,3278.3602644073,3218.7602277735,2746.7441693694,2932.1223314653,3019.1378570386,3133.6258318986,3147.9415165384,3182.1043819011,3171.5809512704,3130.2249005218,2989.9854517914,2957.5700798971,1228.5643048548,1206.7822859015,1095.2571979133,964.9255382207,799.6579011771,607.0964115389,464.9710151753,442.7683291141,420.9294848262,410.5730536551,2490.4541130243,2441.7492010997,2433.8256793853,2434.4483122368,2435.0709450883,2435.6935779397,2436.9129122308,2439.5510331334,2442.5534995544,2457.0542766863,3160.8851135711,3160.3955478818,3130.8020923785,3095.1096211345,3071.6136990166,3057.6463728977,3047.1755279835,3045.0183226745,3042.8611173655,3040.7039120565,2825.6696132977,2801.0723744908,2785.8177590369,2772.5209852066,2763.2318862263,2757.0737970216,2752.4430969491,2751.4440945862,2750.5964660337,2754.5260146863
e,ɮ,one,f1,400.2166224841,387.2252625485,381.8054887583,376.8809754612,375.5094311809,375.1895201232,374.6433493519,368.9215965014,375.8189555718,452.4537329207,2471.5550538182,2521.0046588443,2533.685491607,2546.2862363513,2599.5782611583,2595.7364781867,2587.3065194948,2558.8452018948,2532.162275515,2477.5012689378,3038.5467067475,3040.4841124777,3043.1953161266,3046.0225500211,3044.6519539598,3044.5544472578,3042.8221465996,3033.7640272719,3021.8455075549,2985.0508663079,2758.4555633389,2767.794994191,2788.2407265823,2815.531962421,2823.9464382954,2822.7734256763,2819.680953497,2802.2644784784,2771.5820709314,2731.2760676229,530.2758640939,878.306723612,788.6175935786,1025.630695947,1071.3522870675,892.3992845971,368.785994824,443.9685709606,1325.5415781114,1839.467557221,2397.4248172196,2422.574069424,2586.970401455,2537.4041429955,2536.9827250898,2325.5405456144,2216.4037654823,2277.045085403,2599.4530061446,2696.8768376162,2928.1658437951,3275.1362419604,3420.8728261641,3152.1938607702,2975.7973911956,2886.2313026633,2775.4761855576,2813.7255114953,3146.5104397938,3625.1561644404,2681.486903521,2840.7455760118,3001.1072988311,2879.745210853,2779.7557898055,2607.6809519473,2466.5436851765,2468.0271536896,2704.9985279425,3114.7860012981
g,e,one,f1,1870.1091655437,1865.7758844599,1856.741132308,1848.0986128847,1841.7791730267,1835.4597331686,1829.1402933106,1730.3445455772,1349.4872252146,1027.9843128604,2693.664434082,2687.2737724338,2630.1867989844,2573.0998255349,2516.0128520855,2439.4898712165,2283.0774096812,2126.6649481459,1970.2524866105,1856.7139609327,3625.24990561,3656.6064436062,3685.6062186569,3702.6549760493,3648.9213563284,3595.1877366075,3541.4541168866,3471.5839249712,3352.4956464497,3235.6894875378,3111.0158232312,3106.2584063262,3050.7664492349,2995.2744921437,2939.7825350524,2872.7256381143,2758.1323815547,2648.8483991843,2555.758210248,2476.7778339991,846.2122981492,622.0991775063,514.048528909,464.1669888568,442.7926878063,436.22583504,435.6789805231,435.390457279,435.0623410636,488.8915645646,1844.108352353,1821.2978304019,1810.7635776994,1807.4357154909,1807.8224117882,1811.2246472409,1816.3435215689,1824.9569441438,1828.9235176324,1857.1790209556,3124.2558465614,2914.2892141366,2818.6138571053,2800.7537392154,2795.8207264329,2796.856729651,2832.4924021994,2875.5124128398,2877.3939585761,2928.1335433801,2431.0144817006,2344.7857909174,2304.1601846653,2295.3924586641,2293.0642521097,2293.694435509,2318.4705442098,2349.0380717414,2345.0730120882,2374.0827398577
r,ge,one,f1,630.9252001691,908.7058387761,734.2639259921,330.0587864039,325.7199923131,331.3838082279,765.2228382921,1436.4699376584,1433.4109217165,800.6587314221,1940.284420059,2151.2829014608,1993.0952556312,1927.2710082136,1866.4494497057,1843.1516198542,1841.221772415,1879.6913856199,1992.0145137653,1874.3235110109,3069.501171986,3435.2146621082,3259.0783560602,3116.8973578796,2921.5825873382,2806.5470894872,3040.8901838764,3081.0876368808,3210.7443338025,3134.6796672783,2479.6698004363,2750.4327638755,2577.1757825122,2483.8068480929,2388.4136868585,2294.5258053081,2298.8544057822,2361.8188250305,2413.5845280782,2401.1404103051,1166.7396086256,1126.7987114011,977.3875643353,827.9764172697,786.9163735304,757.9468640621,739.1244868699,726.7786274097,725.4383757307,747.3574274759,2192.6390509713,2194.4334941816,2203.7639214106,2213.0943486396,2222.4247758685,2231.7552030975,2248.4723769616,2269.9042223468,2285.2630479714,2287.7871249731,2880.0653853121,2871.775797048,2863.7839990857,2855.7922011235,2854.7262083329,2854.4330427884,2854.9298570957,2855.9308846505,2856.9319122053,2857.9329397602,2542.4820636135,2540.3408628659,2539.8793969141,2539.4179309623,2539.3817449009,2539.3930143886,2539.4042838762,2539.4155533638,2547.267760611,2571.6910427236
s,e,one,f1,769.2764792211,1329.6525619579,1172.4061158489,1118.6932915103,1057.3540494358,1295.3246414429,1302.3901021337,1176.9330102311,1045.6170122894,811.7502480861,2290.3112019748,2297.0173715637,2286.1133335475,2372.7887969879,2284.8033361201,2338.0181509354,2438.4096637023,2313.188440964,2272.9303115453,2244.8868969331,2859.3678357085,3219.9553068905,3471.2561950354,3564.1120558163,3362.4689396749,3450.3874375979,3573.9107040941,3329.3853858016,3217.0698661646,3156.1176280556,2595.5843183067,2763.9356974788,2863.0621913231,2960.4161494311,2843.964793467,2887.1009957656,3010.4972298842,2662.9698979711,2727.9779654334,2670.6747885693,443.1984293194,387.378436243,354.9241323354,331.158501502,320.1315149465,315.8383295253,315.0131370772,314.9366592502,314.4598895289,314.154466236,1734.4620832371,1683.8646428882,1607.4078228576,1566.2146643965,1549.5207798808,1538.9469437437,1513.159856615,1495.0202198179,1480.3886082739,1435.7954083213,2785.8673512232,2766.9917886223,2753.5051223263,2747.1031711882,2743.332782691,2742.23353956,2744.729684905,2748.3237864269,2762.2307152445,2769.679035685,2260.1647172302,2225.4282157552,2176.0767982404,2153.2372053486,2144.0789449384,2140.7822759897,2143.8503277874,2140.4428552864,2134.948849988,2120.6404813944
n,sil,one,f1,314.0094964495,314.4431261723,312.6926212126,304.940020898,302.735355986,299.4124128681,295.4034891012,299.0645727618,307.2308053868,359.8742127186,1416.8373247545,1397.6219148663,1371.9480780995,1370.9383507752,1406.4274588583,1416.4271959395,1518.4265355847,1516.3609281559,1560.6150408455,1664.8577098622,2770.4386369425,2757.392431376,2769.6751648747,2826.9333273966,2870.3306110175,2841.3470501155,2799.1024563624,2787.3041275229,2779.4715103862,2762.6069160875,2106.6034393058,2088.2560138416,2080.8357787862,2102.5858050364,2139.0598385383,2148.4988463927,2155.5989738334,2152.6605441493,2165.3423976386,2233.2806983567,418.7432249439,1418.5731282918,1232.9306871232,1047.4826492424,1209.910760703,1321.7160957786,713.7041988711,559.7266382303,513.8551347035,1153.2407369627,1643.276080124,2536.921856346,2215.5114658908,2391.4171321531,2447.0846997171,2107.2165778757,2054.0808140984,1761.8815682585,1652.8061122874,2023.958853961,2748.7304101003,3695.8476361725,3228.7501968336,3111.707392906,3207.6043239612,3527.9408006385,2895.6858749599,2995.2021938373,2935.0249892952,3182.0847222958,2235.4398052464,3095.0556671787,2669.7710197266,2746.3749011576,2844.1951146885,2981.6915426185,2523.7819390532,2378.5418810479,2307.4866248214,2604.5579177014
p,i,one,f1,500.176352092,489.0123445783,465.6442772369,442.2762098955,418.908142554,403.1693051363,393.3355906091,383.5018760819,373.6681615546,370.919508012,2275.8805619778,2304.6840348919,2310.3556684745,2316.027302057,2321.6989356395,2342.4145689641,2374.7744531669,2407.1343373698,2439.4942215727,2503.37637838,2772.3025926813,2778.7841670622,2814.5311655068,2850.2781639514,2886.025162396,2914.2717882755,2936.7130285308,2959.1542687863,2981.5955090417,3006.9452642006,2530.8660006497,2541.7341009771,2562.4434169906,2583.1527330042,2603.8620490178,2628.3431786198,2655.7437408489,2683.144303078,2710.5448653072,2755.1608212903,368.464559837,363.0870967926,368.2512540479,373.168354045,365.9462989526,363.9250398142,365.918796981,376.2149360231,373.8125349151,355.617438195,2568.5652650353,2752.7595754382,2755.2264707185,2750.9878559352,2743.4817870606,2697.7661718632,2685.6858124596,2654.4578764544,2648.9263222597,2571.5828925623,3032.4155894493,3196.0418453189,3259.8022962861,3284.8158031453,3315.3454967244,3299.6155706975,3185.7059578059,3179.8596945666,3167.0049352713,3159.4909471307,2800.4904272423,2974.4007103786,3024.1770487592,3024.8156599337,3027.3081246993,3014.5905877812,2913.8427727399,2909.8744651218,2905.3282547686,2858.3634621109
s,u,one,f1,426.8013728891,1168.4316520208,1421.1361091879,1521.9430575463,1448.2149598708,1273.4530151151,1157.7057940512,1144.2104155357,1138.3439657598,1460.8098659524,2505.5941914023,2570.0765669004,2565.6356229019,2662.906456159,2549.3662995798,2369.3640003403,2235.2619337059,2191.1855786289,2142.3379367831,2339.8179462814,3166.0982307872,3313.8885566233,3519.8825018515,3700.9369752186,3698.8509561704,3664.6489412712,3461.1406788323,3239.4554034702,3365.697478735,3539.987422574,2827.5655560381,2840.7286301315,3023.2122148666,3272.0374053517,3224.6753622469,3074.3836144589,2890.6460996241,2645.913976321,2754.4235994823,2929.8390764919,606.5679108135,492.7629174897,431.6004717175,398.7406582861,383.5888199013,375.1506766366,367.6804564407,363.5509379052,360.7106453604,352.4678340837,1629.2689472494,1591.1086545578,1585.1653103907,1579.5136731033,1579.4484095666,1580.9810625946,1582.7440895489,1605.9584574218,1659.4135748698,1732.9464446142,2912.3184538404,2892.9563576359,2885.5882259208,2883.6372939637,2884.9058784317,2886.1744628997,2894.3044715834,2905.398058876,2918.5324125196,2933.8932357705,2188.9556162713,2185.6015747239,2185.2889941485,2190.6225827139,2195.9561712794,2207.6592609315,2235.0737240824,2268.7888610755,2297.4485515857,2316.7513080704
ɮ,i,one,f1,334.1252146891,270.6151461681,202.0775005066,368.3438914427,739.2888592238,705.9253948843,710.093125098,1066.6868608091,1093.1382537729,900.8249461362,1806.6502557527,1980.1732949384,2139.9156436199,2359.0192773982,2514.8922180663,2545.914839603,2572.4870447626,2598.3568078331,2461.2824935074,2452.6642037894,2941.4638939536,2918.7578357484,2825.8087328295,2820.9143505108,3131.46497218,2985.512031422,3107.3234718464,3305.8275043458,3130.4057312358,3018.9754393261,2336.0540645551,2455.0941325032,2519.7573868396,2622.5408553209,2819.4365869519,2784.375118206,2863.6077217682,2955.2752079369,2820.2461879217,2741.4908402323,328.226775382,328.9205679148,331.5224012116,337.3524565779,347.8430909234,356.9066340304,358.0604928897,359.1501062833,360.2202235118,359.3021087371,2507.5810346942,2546.6249692326,2574.5765255851,2607.7250962854,2658.5314602626,2683.6168332823,2701.0190611085,2724.3267223441,2749.9815109233,2745.5245505118,3047.198020932,3150.6810152143,3211.4905530436,3216.2301523583,3216.4002992125,3214.5643901723,3198.5981144337,3128.6851419405,2997.5420287092,2973.2048668957,2788.9031478774,2857.1733654915,2894.0729667737,2914.408828165,2934.6315268309,2940.9340813067,2937.5676280561,2926.5059321423,2884.0478541439,2867.6427038516
j,g,one,f1,359.1867763578,361.3622675723,365.6610330225,364.4706901674,340.9457523153,313.7553064619,305.341364621,304.7634093158,308.3193220731,553.4223746905,2730.1155273455,2670.7190969482,2500.7384481136,2354.1968471282,2293.8147646648,2278.0482250802,2155.7878115533,2050.1512691669,2021.65044905,2018.281712982,2955.3002564573,2939.0934868441,2941.4775708668,2924.9922250695,2893.0391791612,2887.9936590009,2878.5797703001,2867.4844881022,2816.9432009563,2664.2470019951,2837.5159340334,2779.485284287,2704.2676127319,2674.4626090907,2621.9431171857,2603.2634028539,2532.7217385176,2460.9444539649,2410.5367022009,2346.2380663853,801.2712174041,876.3709638364,1104.5961522237,1783.0373693882,1952.9432092898,2035.7456558472,2034.8028222904,1983.8323020326,1891.6899390079,1847.6174604877,2047.5470302066,2108.8553225417,2221.103289426,2221.7733918698,2222.4938259948,2223.3358779859,2199.78284182,2180.1659600422,2168.7199592853,2138.303818176,2568.4473494779,2650.6490637038,2847.1452885372,3055.2700080368,3197.040904159,3209.3726900538,3197.5891544701,3057.8189743877,3037.3232298244,3014.2880576714,2318.3938903884,2392.8687255479,2525.8069240669,2638.4442017017,2723.2173825657,2738.7926529817,2714.0659276669,2624.711635999,2601.2976852979,2584.0010747896
g,e,one,f1,1203.2514060025,1196.0094926892,1187.8045584029,1171.0944281127,1154.3842978225,1002.0540434629,753.2902689253,518.3463489141,475.3643429581,432.3823370021,2187.0757944944,2192.7933385843,2199.4356648656,2214.2454703825,2229.0552758994,2236.114097199,2237.6615336799,2239.2089701607,2240.7564066416,2242.3038431224,2752.2464906706,2739.0668937924,2727.4747403826,2729.9025493867,2732.3303583909,2734.7581673951,2737.1859763993,2739.9087547901,2746.728746211,2753.5487376318,2377.463201251,2383.5846707514,2390.3648871842,2402.9630161376,2415.5611450911,2435.7296387456,2461.2810866051,2485.5085434334,2491.345368719,2497.1821940047,403.5406462903,388.5000141983,373.4593821062,367.6784580883,365.1271267941,362.5757954999,361.8275966096,361.3937276073,360.9598586049,365.6168757284,2242.9445497349,2242.8561190837,2242.7676884325,2242.6792577813,2242.5908271302,2242.502396479,2242.1759757379,2241.8080675285,2241.4401593192,2231.4009805654,2780.1407081879,2817.4024215842,2854.6641349805,2865.8703174215,2867.9888750139,2870.1074326062,2872.2259901985,2874.3445477909,2876.4631053832,2897.7787685389,2511.6308417212,2530.3572218729,2549.0836020245,2554.5750088937,2555.4503335852,2556.3256582767,2556.505286539,2556.5636379721,2556.6219894052,2556.6803408382
s,e,one,f1,370.4766624559,896.5740452971,983.5566789291,1253.6824478525,1338.2440360151,1307.6441360601,1356.7404331654,1263.4859131467,1083.1650487451,888.6842583318,2220.9765958474,2239.281899722,2296.5712529353,2391.0734184087,2379.4342212126,2240.9384415768,2204.0019465077,2273.3354476509,2250.7913532973,1898.953987872,2919.8590509371,3531.4461563554,3581.9563459728,3653.3360366582,3654.4219600021,3503.1937451446,3429.09231764,3346.4036039109,3270.2898415916,2878.9924472395,2556.7386922713,2883.8928065046,2939.4871304103,3024.5068461592,2996.5578164684,2773.6306636025,2786.1911372924,2779.1436141937,2758.8848630635,2388.9732175558,415.1530728263,381.97067807,357.4894018603,338.2917874414,328.6622943936,325.2067932574,322.9938714581,321.3135679853,320.411723119,319.1272219855,1804.7406446614,1803.5400184664,1793.5436283996,1778.7507908468,1749.9285407581,1714.6196978033,1667.8686045689,1569.7888812403,1452.7777078224,1384.8927095771,2805.2730532562,2797.0667989671,2787.088740483,2776.1444935129,2764.9506764487,2759.7447346902,2760.6663148619,2759.2446552084,2754.3981881114,2747.0007096369,2295.0365286081,2293.0677745601,2285.9812350854,2276.1038988816,2246.6520473485,2213.749003108,2202.510532537,2172.1683016429,2115.4818486253,2090.8138738379
n,sil,one,f1,317.4501722216,315.7872401951,313.4611453036,315.2910975907,318.2930423336,323.0133063395,338.8674282789,331.2254489539,299.420160319,300.6556872955,1334.029572513,1338.1916128423,1354.0706109387,1349.1514679013,1287.4656059388,1267.1011357366,1272.6366742775,1285.6808023561,1314.393661182,1378.4812103572,2736.2405542897,2730.8827165695,2726.3465163528,2725.6469833427,2735.9748457053,2769.7764069256,2771.5507059106,2757.1947492906,2721.3869523359,2728.7353928744,2069.0317647008,2044.1115706865,2045.9952354356,2047.8274434541,2040.7531285914,2037.6844707857,2037.8946816452,2030.2473278319,2033.190649204,2054.5344159714,352.0310382688,801.6990600325,1167.2671594646,1054.2337760858,1184.9785632076,543.3793587944,635.5271361571,1091.4366102264,1118.4025631882,1214.8136741082,1400.8787510691,1904.4341676967,2294.5391909202,2269.3057625077,2113.4339831842,1940.3929459718,1899.6356082597,2089.7307719873,2225.2016458734,2187.977233922,2756.1732207569,2951.9763667393,3138.8918675078,3504.8245440139,3291.9499811946,2990.8252799997,3166.9207626718,3298.1504405899,3167.5702916242,3055.4125888664,2101.6547222619,2460.2891838171,2708.8788280007,2909.4517486722,2681.0605302429,2472.052637686,2552.5209665672,2707.7472598566,2672.3327740941,2674.6810807406
